4,0:E1,12,0,0,0,0,2,2,0,3,2,3$(0:0)5,(0:1)5,(0:2)6,(0:3)6,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)0,(3:0)9,(3:1)9,(3:2)0,(3:3)0$$(0:0)0,(0:1)0,(0:2)8,(0:3)8,(1:0)8,(1:1)10,(1:2)10,(1:3)10,(2:0),(2:1),(2:2),(2:3),(3:0),(3:1),(3:2),(3:3)$|0,0,0,0,0,10|^3,0,4,1,5,0^*3,0,4,1,5,0*(mountain)&0,0,0&;
4,1:E2,14,0,0,0,0,1,3,0,3,4,2$(0:0)6,(0:1)5,(0:2)6,(0:3)6,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)0,(3:0)9,(3:1)10,(3:2)9,(3:3)10$$(0:0)0,(0:1)0,(0:2)0,(0:3)0,(1:0)0,(1:1)0,(1:2)8,(1:3)8,(2:0)8,(2:1)9,(2:2)9,(2:3),(3:0),(3:1),(3:2),(3:3)$|0,0,0,0,0,10|^4,0,3,1,4,2,5,1^*4,0,3,1,4,2,5,1*(river)&0,0,0&;
4,2:E3,0,17,0,0,0,1,3,0,2,4,1$(0:0)6,(0:1)5,(0:2)6,(0:3)6,(1:0)1,(1:1)1,(1:2)1,(1:3)1,(2:0)1,(2:1)1,(2:2)1,(2:3)1,(3:0)1,(3:1)9,(3:2)1,(3:3)8$$(0:0)1,(0:1)1,(0:2)1,(0:3)1,(1:0)1,(1:1)1,(1:2)1,(1:3)8,(2:0)9,(2:1)9,(2:2)9,(2:3)10,(3:0),(3:1),(3:2),(3:3)$|0,0,0,0,0,10|^4,1,3,2,4,3,5,2^*4,1,3,2,4,3,5,2*(plain)&0,0,0&;
4,3:E4,7,3,2,0,0,3,1,0,3,4,0$(0:0)5,(0:1)5,(0:2)6,(0:3)5,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)1,(3:0)9,(3:1)2,(3:2)2,(3:3)8$$(0:0)1,(0:1)1,(0:2)8,(0:3)8,(1:0)9,(1:1)9,(1:2)9,(1:3),(2:0),(2:1),(2:2),(2:3),(3:0),(3:1),(3:2),(3:3)$|0,0,0,0,0,10|^4,2,3,3,4,4,5,3^*4,2,3,3,4,4,5,3*(snowland)&0,0,0&;
4,4:E5,11,5,1,0,0,2,2,0,5,4,1$(0:0)5,(0:1)6,(0:2)5,(0:3)6,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)0,(3:0)9,(3:1)1,(3:2)1,(3:3)9$$(0:0)0,(0:1)0,(0:2)0,(0:3)1,(1:0)1,(1:1)1,(1:2)2,(1:3)8,(2:0)8,(2:1)8,(2:2)8,(2:3)8,(3:0)10,(3:1)9,(3:2)9,(3:3)$|0,0,0,0,0,10|^4,3,3,4^*4,3,3,4*(desert)&0,0,0&;
4,5:;
4,6:E7,14,0,0,0,0,2,2,0,1,4,1$(0:0)5,(0:1)5,(0:2)6,(0:3)6,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)0,(3:0)0,(3:1)9,(3:2)8,(3:3)0$$(0:0)0,(0:1)0,(0:2)0,(0:3)0,(1:0)9,(1:1)9,(1:2)9,(1:3)10,(2:0),(2:1),(2:2),(2:3),(3:0),(3:1),(3:2),(3:3)$|0,0,0,0,0,10|^3,6,4,7,5,6^*3,6,4,7,5,6*(river)&0,0,0&;
4,7:E8,12,0,0,0,0,3,1,0,3,4,0$(0:0)6,(0:1)5,(0:2)5,(0:3)5,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)0,(3:0)0,(3:1)0,(3:2)0,(3:3)0$$(0:0)8,(0:1)8,(0:2)8,(0:3)9,(1:0)9,(1:1)9,(1:2)9,(1:3),(2:0),(2:1),(2:2),(2:3),(3:0),(3:1),(3:2),(3:3)$|0,0,0,0,0,10|^4,6,3,7,4,8,5,7^*4,6,3,7,4,8,5,7*(snowland)&0,0,0&;
4,8:E9,9,0,0,0,0,1,2,1,3,4,3$(0:0)5,(0:1)7,(0:2)6,(0:3)6,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)0,(3:0)0,(3:1)8,(3:2)8,(3:3)8$$(0:0)9,(0:1)9,(0:2)9,(0:3)9,(1:0)10,(1:1)10,(1:2)10,(1:3),(2:0),(2:1),(2:2),(2:3),(3:0),(3:1),(3:2),(3:3)$|0,0,0,0,0,10|^4,7,3,8,4,9,5,8^*4,7,3,8,4,9,5,8*(mountain)&0,0,0&;
4,9:E10,10,0,0,0,0,0,2,1,1,5,0$(0:0)6,(0:1)6,(0:2)7,(0:3)0,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)0,(3:0)9,(3:1)0,(3:2)8,(3:3)9$$(0:0)9,(0:1)9,(0:2)9,(0:3),(1:0),(1:1),(1:2),(1:3),(2:0),(2:1),(2:2),(2:3),(3:0),(3:1),(3:2),(3:3)$|0,0,0,0,0,10|^4,8,3,9,4,10^*4,8,3,9,4,10*(plain)&0,0,0&;
4,10:E11,9,0,0,0,0,0,1,1,3,3,3$(0:0)6,(0:1)7,(0:2)0,(0:3)0,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)8,(3:0)8,(3:1)10,(3:2)8,(3:3)9$$(0:0)9,(0:1)9,(0:2)10,(0:3)10,(1:0),(1:1),(1:2),(1:3),(2:0),(2:1),(2:2),(2:3),(3:0),(3:1),(3:2),(3:3)$|0,0,0,0,0,10|^4,9,3,10,4,11^*4,9,3,10,4,11*(mountain)&0,0,0&;
4,11:E12,8,0,0,0,0,0,2,1,1,4,0$(0:0)6,(0:1)6,(0:2)7,(0:3)0,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)8,(3:0)9,(3:1)9,(3:2)9,(3:3)9$|0,0,0,0,0,10|^4,10,3,11,5,11^*4,10,3,11,5,11*(snowland)&0,0,0&;
5,0:F1,0,11,1,0,0,0,1,1,1,5,0$(0:0)7,(0:1)6,(0:2)1,(0:3)1,(1:0)1,(1:1)1,(1:2)1,(1:3)1,(2:0)1,(2:1)1,(2:2)1,(2:3)1,(3:0)9,(3:1)1,(3:2)9,(3:3)8$$(0:0)2,(0:1)9,(0:2)9,(0:3)9,(1:0),(1:1),(1:2),(1:3),(2:0),(2:1),(2:2),(2:3),(3:0),(3:1),(3:2),(3:3)$|0,0,0,0,0,10|^4,0,5,1,6,0^*4,0,5,1,6,0*(desert)&0,0,0&;
5,1:F2,6,0,0,0,0,0,1,1,0,4,1$(0:0)7,(0:1)6,(0:2)0,(0:3)0,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)9,(2:1)9,(2:2)9,(2:3)9,(3:0)10,(3:1),(3:2),(3:3)$|0,0,0,0,0,10|^5,0,4,1,5,2,6,1^*5,0,4,1,5,2,6,1*(plain)&0,0,0&;
5,2:F3,17,0,0,0,0,0,3,0,1,5,0$(0:0)6,(0:1)6,(0:2)6,(0:3)0,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)0,(3:0)8,(3:1)9,(3:2)0,(3:3)9$$(0:0)0,(0:1)0,(0:2)0,(0:3)0,(1:0)0,(1:1)0,(1:2)0,(1:3)9,(2:0)9,(2:1)9,(2:2),(2:3),(3:0),(3:1),(3:2),(3:3)$|0,0,0,0,0,10|^5,1,4,2,5,3^*5,1,4,2,5,3*(plain)&0,0,0&;
5,3:F4,10,1,0,0,0,4,1,0,2,4,1$(0:0)6,(0:1)5,(0:2)5,(0:3)5,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)0,(3:0)10,(3:1)8,(3:2)9,(3:3)0$$(0:0)5,(0:1)0,(0:2)1,(0:3)8,(1:0)9,(1:1)9,(1:2)9,(1:3),(2:0),(2:1),(2:2),(2:3),(3:0),(3:1),(3:2),(3:3)$|0,0,0,0,0,10|^5,2,4,3,6,3^*5,2,4,3,6,3*(snowland)&0,0,0&;
5,4:;
5,5:F6,14,0,0,0,0,5,2,0,5,4,0$(0:0)5,(0:1)5,(0:2)5,(0:3)6,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)0,(3:0)0,(3:1)0,(3:2)9,(3:3)8$$(0:0)5,(0:1)6,(0:2)5,(0:3)0,(1:0)0,(1:1)0,(1:2)0,(1:3)8,(2:0)8,(2:1)8,(2:2)8,(2:3)9,(3:0)9,(3:1)9,(3:2),(3:3)$|0,0,0,0,0,10|^5,6,6,5^*5,6,6,5*(river)&0,0,0&;
5,6:F7,0,8,2,0,0,3,1,1,1,5,0$(0:0)6,(0:1)7,(0:2)5,(0:3)5,(1:0)1,(1:1)1,(1:2)1,(1:3)1,(2:0)1,(2:1)1,(2:2)1,(2:3)1,(3:0)8,(3:1)9,(3:2)2,(3:3)9$$(0:0)5,(0:1)2,(0:2)9,(0:3)9,(1:0)9,(1:1),(1:2),(1:3),(2:0),(2:1),(2:2),(2:3),(3:0),(3:1),(3:2),(3:3)$|0,0,0,0,0,10|^5,5,4,6,5,7,6,6^*5,5,4,6,5,7,6,6*(snowland)&0,0,0&;
5,7:F8,14,0,0,0,0,1,3,0,3,4,1$(0:0)6,(0:1)6,(0:2)5,(0:3)6,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)0,(3:0)0,(3:1)0,(3:2)9,(3:3)10$$(0:0)0,(0:1)0,(0:2)0,(0:3)0,(1:0)8,(1:1)8,(1:2)8,(1:3)9,(2:0)9,(2:1)9,(2:2),(2:3),(3:0),(3:1),(3:2),(3:3)$|0,0,0,0,0,10|^5,6,4,7,5,8,6,7^*5,6,4,7,5,8,6,7*(plain)&0,0,0&;
5,8:F9,8,0,0,0,0,1,1,1,1,4,1$(0:0)7,(0:1)6,(0:2)5,(0:3)0,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)8,(3:0)10,(3:1)9,(3:2)9,(3:3)9$$(0:0)9,(0:1),(0:2),(0:3),(1:0),(1:1),(1:2),(1:3),(2:0),(2:1),(2:2),(2:3),(3:0),(3:1),(3:2),(3:3)$|0,0,0,0,0,10|^5,7,4,8,6,8^*5,7,4,8,6,8*(hill)&0,0,0&;
5,9:;
5,10:;
5,11:F12,15,0,0,0,0,1,2,0,0,4,2$(0:0)5,(0:1)6,(0:2)6,(0:3)0,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)0,(3:0)10,(3:1)9,(3:2)10,(3:3)9$$(0:0)0,(0:1)0,(0:2)0,(0:3)0,(1:0)0,(1:1)0,(1:2)9,(1:3)9,(2:0),(2:1),(2:2),(2:3),(3:0),(3:1),(3:2),(3:3)$|0,0,0,0,0,10|^4,11,6,11^*4,11,6,11*(plain)&0,0,0&;
6,0:G1,12,0,0,0,0,0,0,1,3,4,2$(0:0)7,(0:1)0,(0:2)0,(0:3)0,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)0,(3:0)10,(3:1)8,(3:2)0,(3:3)9$$(0:0)8,(0:1)8,(0:2)9,(0:3)9,(1:0)9,(1:1)10,(1:2),(1:3),(2:0),(2:1),(2:2),(2:3),(3:0),(3:1),(3:2),(3:3)$|0,0,0,0,0,10|^5,0,6,1^*5,0,6,1*(plain)&0,0,0&;
6,1:G2,11,0,0,0,0,1,0,1,6,4,0$(0:0)5,(0:1)7,(0:2)0,(0:3)0,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)0,(3:0)0,(3:1)8,(3:2)9,(3:3)8$$(0:0)8,(0:1)8,(0:2)8,(0:3)8,(1:0)9,(1:1)9,(1:2)9,(1:3),(2:0),(2:1),(2:2),(2:3),(3:0),(3:1),(3:2),(3:3)$|0,0,0,0,0,10|^6,0,5,1,7,1^*6,0,5,1,7,1*(river)&0,0,0&;
6,2:;
6,3:G4,11,4,1,0,0,0,3,0,1,5,0$(0:0)6,(0:1)6,(0:2)6,(0:3)0,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)0,(3:0)1,(3:1)9,(3:2)2,(3:3)9$$(0:0)0,(0:1)0,(0:2)1,(0:3)1,(1:0)1,(1:1)8,(1:2)9,(1:3)9,(2:0)9,(2:1),(2:2),(2:3),(3:0),(3:1),(3:2),(3:3)$|0,0,0,0,0,10|^5,3,6,4^*5,3,6,4*(snowland)&0,0,0&;
6,4:F5,10,0,0,0,0,0,0,1,3,3,1$(0:0)7,(0:1)0,(0:2)0,(0:3)0,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)8,(3:0)10,(3:1)8,(3:2)8,(3:3)9$$(0:0)9,(0:1)9,(0:2),(0:3),(1:0),(1:1),(1:2),(1:3),(2:0),(2:1),(2:2),(2:3),(3:0),(3:1),(3:2),(3:3)$|0,0,0,0,0,10|^6,3,6,5,7,4^*6,3,6,5,7,4*(snowland)&0,0,0&;
6,5:G6,10,0,0,0,0,0,0,1,1,4,0$(0:0)7,(0:1)0,(0:2)0,(0:3)0,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)8,(3:0)9,(3:1)9,(3:2)9,(3:3)9$|0,0,0,0,0,10|^6,4,5,5,6,6,7,5^*6,4,5,5,6,6,7,5*(plain)&0,0,0&;
6,6:G7,9,0,0,0,0,0,1,1,3,3,0$(0:0)6,(0:1)7,(0:2)0,(0:3)0,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)8,(3:0)8,(3:1)9,(3:2)8,(3:3)9$$(0:0)9,(0:1),(0:2),(0:3),(1:0),(1:1),(1:2),(1:3),(2:0),(2:1),(2:2),(2:3),(3:0),(3:1),(3:2),(3:3)$|0,0,0,0,0,10|^6,5,5,6,6,7,7,6^*6,5,5,6,6,7,7,6*(plain)&0,0,0&;
6,7:G8,14,0,0,0,0,0,4,0,1,5,3$(0:0)6,(0:1)6,(0:2)6,(0:3)6,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)0,(3:0)9,(3:1)9,(3:2)0,(3:3)9$$(0:0)0,(0:1)0,(0:2)0,(0:3)0,(1:0)0,(1:1)8,(1:2)9,(1:3)9,(2:0)10,(2:1)10,(2:2)10,(2:3),(3:0),(3:1),(3:2),(3:3)$|0,0,0,0,0,10|^6,6,5,7,6,8,7,7^*6,6,5,7,6,8,7,7*(mountain)&0,0,0&;
6,8:G9,13,0,0,0,0,0,3,0,2,4,2$(0:0)6,(0:1)6,(0:2)6,(0:3)0,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)0,(3:0)9,(3:1)8,(3:2)9,(3:3)8$$(0:0)0,(0:1)0,(0:2)0,(0:3)0,(1:0)9,(1:1)9,(1:2)10,(1:3)10,(2:0),(2:1),(2:2),(2:3),(3:0),(3:1),(3:2),(3:3)$|0,0,0,0,0,10|^6,7,5,8,6,9,7,8^*6,7,5,8,6,9,7,8*(plain)&0,0,0&;
6,9:F10,9,2,3,0,0,2,1,0,1,4,1$(0:0)5,(0:1)6,(0:2)5,(0:3)0,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)0,(3:0)9,(3:1)2,(3:2)2,(3:3)9$$(0:0)1,(0:1)1,(0:2)2,(0:3)8,(1:0)9,(1:1)9,(1:2)10,(1:3),(2:0),(2:1),(2:2),(2:3),(3:0),(3:1),(3:2),(3:3)$|0,0,0,0,0,10|^6,8,6,10^*6,8,6,10*(snowland)&0,0,0&;
6,10:F11,9,4,0,0,0,3,1,0,2,4,1$(0:0)5,(0:1)6,(0:2)5,(0:3)5,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)0,(3:0)8,(3:1)1,(3:2)8,(3:3)10$$(0:0)0,(0:1)1,(0:2)1,(0:3)1,(1:0)9,(1:1)9,(1:2)9,(1:3)9,(2:0),(2:1),(2:2),(2:3),(3:0),(3:1),(3:2),(3:3)$|0,0,0,0,0,10|^6,9,6,11,7,10^*6,9,6,11,7,10*(river)&0,0,0&;
6,11:G12,14,0,0,0,0,3,2,0,1,4,1$(0:0)6,(0:1)5,(0:2)6,(0:3)5,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)0,(3:0)10,(3:1)9,(3:2)8,(3:3)0$$(0:0)5,(0:1)0,(0:2)0,(0:3)0,(1:0)0,(1:1)0,(1:2)9,(1:3)9,(2:0)9,(2:1),(2:2),(2:3),(3:0),(3:1),(3:2),(3:3)$|0,0,0,0,0,10|^6,10,5,11,7,11^*6,10,5,11,7,11*(plain)&0,0,0&;
7,0:;
7,1:H2,7,0,0,0,0,1,2,1,3,4,1$(0:0)5,(0:1)7,(0:2)6,(0:3)6,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)8,(3:0)10,(3:1)9,(3:2)8,(3:3)8$$(0:0)9,(0:1)9,(0:2)9,(0:3),(1:0),(1:1),(1:2),(1:3),(2:0),(2:1),(2:2),(2:3),(3:0),(3:1),(3:2),(3:3)$|0,0,0,0,0,10|^6,1,8,1^*6,1,8,1*(hill)&0,0,0&;
7,2:;
7,3:;
7,4:G5,0,20,2,0,0,1,2,0,0,5,0$(0:0)6,(0:1)5,(0:2)6,(0:3)1,(1:0)1,(1:1)1,(1:2)1,(1:3)1,(2:0)1,(2:1)1,(2:2)1,(2:3)1,(3:0)9,(3:1)2,(3:2)2,(3:3)1$$(0:0)1,(0:1)1,(0:2)1,(0:3)1,(1:0)1,(1:1)1,(1:2)1,(1:3)1,(2:0)1,(2:1)1,(2:2)9,(2:3)9,(3:0)9,(3:1)9,(3:2),(3:3)$|0,0,0,0,0,10|^6,4,7,5,8,4^*6,4,7,5,8,4*(river)&0,0,0&;
7,5:H6,7,0,0,0,0,0,1,1,2,4,0$(0:0)7,(0:1)6,(0:2)0,(0:3)0,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)8,(2:2)8,(2:3)9,(3:0)9,(3:1)9,(3:2)9,(3:3)$|0,0,0,0,0,10|^7,4,6,5,7,6,8,5^*7,4,6,5,7,6,8,5*(plain)&0,0,0&;
7,6:H7,5,2,0,0,0,4,1,0,1,4,0$(0:0)6,(0:1)5,(0:2)5,(0:3)5,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)1,(2:2)1,(2:3)5,(3:0)9,(3:1)9,(3:2)8,(3:3)9$$(0:0)9,(0:1),(0:2),(0:3),(1:0),(1:1),(1:2),(1:3),(2:0),(2:1),(2:2),(2:3),(3:0),(3:1),(3:2),(3:3)$|0,0,0,0,0,10|^7,5,6,6,7,7,8,6^*7,5,6,6,7,7,8,6*(plain)&0,0,0&;
7,7:H8,8,1,0,0,0,4,1,0,2,4,0$(0:0)6,(0:1)5,(0:2)5,(0:3)5,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)0,(3:0)1,(3:1)8,(3:2)9,(3:3)9$$(0:0)5,(0:1)8,(0:2)9,(0:3)9,(1:0),(1:1),(1:2),(1:3),(2:0),(2:1),(2:2),(2:3),(3:0),(3:1),(3:2),(3:3)$|0,0,0,0,0,10|^7,6,6,7,7,8,8,7^*7,6,6,7,7,8,8,7*(hill)&0,0,0&;
7,8:H9,0,11,0,0,0,1,0,1,3,3,1$(0:0)5,(0:1)7,(0:2)1,(0:3)1,(1:0)1,(1:1)1,(1:2)1,(1:3)1,(2:0)1,(2:1)1,(2:2)1,(2:3)1,(3:0)9,(3:1)8,(3:2)10,(3:3)1$$(0:0)8,(0:1)8,(0:2)9,(0:3)9,(1:0),(1:1),(1:2),(1:3),(2:0),(2:1),(2:2),(2:3),(3:0),(3:1),(3:2),(3:3)$|0,0,0,0,0,10|^7,7,6,8,8,8^*7,7,6,8,8,8*(plain)&0,0,0&;
7,9:;
7,10:G11,14,0,0,0,0,4,1,0,6,3,3$(0:0)6,(0:1)5,(0:2)5,(0:3)5,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)0,(3:0)10,(3:1)8,(3:2)9,(3:3)10$$(0:0)5,(0:1)0,(0:2)0,(0:3)0,(1:0)0,(1:1)0,(1:2)0,(1:3)8,(2:0)8,(2:1)8,(2:2)8,(2:3)8,(3:0)10,(3:1)9,(3:2)9,(3:3)$|0,0,0,0,0,10|^6,10,7,11,8,10^*6,10,7,11,8,10*(plain)&0,0,0&;
7,11:H12,14,0,0,0,0,2,2,0,2,4,1$(0:0)5,(0:1)6,(0:2)5,(0:3)6,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)0,(3:0)10,(3:1)0,(3:2)8,(3:3)9$$(0:0)0,(0:1)0,(0:2)0,(0:3)0,(1:0)0,(1:1)8,(1:2)9,(1:3)9,(2:0)9,(2:1),(2:2),(2:3),(3:0),(3:1),(3:2),(3:3)$|0,0,0,0,0,10|^7,10,6,11^*7,10,6,11*(desert)&0,0,0&;
8,0:H1,14,0,0,0,0,2,2,0,3,4,0$(0:0)5,(0:1)5,(0:2)6,(0:3)6,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)0,(3:0)9,(3:1)0,(3:2)0,(3:3)0$$(0:0)0,(0:1)0,(0:2)0,(0:3)8,(1:0)8,(1:1)8,(1:2)9,(1:3)9,(2:0)9,(2:1),(2:2),(2:3),(3:0),(3:1),(3:2),(3:3)$|0,0,0,0,0,10|^8,1,9,0^*8,1,9,0*(hill)&0,0,0&;
8,1:I2,0,13,0,0,0,0,0,1,1,4,1$(0:0)7,(0:1)1,(0:2)1,(0:3)1,(1:0)1,(1:1)1,(1:2)1,(1:3)1,(2:0)1,(2:1)1,(2:2)1,(2:3)1,(3:0)1,(3:1)1,(3:2)10,(3:3)8$$(0:0)9,(0:1)9,(0:2)9,(0:3)9,(1:0),(1:1),(1:2),(1:3),(2:0),(2:1),(2:2),(2:3),(3:0),(3:1),(3:2),(3:3)$|0,0,0,0,0,10|^8,0,7,1,9,1^*8,0,7,1,9,1*(plain)&0,0,0&;
8,2:;
8,3:H4,10,0,0,0,0,0,2,1,0,4,2$(0:0)6,(0:1)7,(0:2)6,(0:3)0,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)0,(3:0)9,(3:1)10,(3:2)10,(3:3)0$$(0:0)9,(0:1)9,(0:2)9,(0:3),(1:0),(1:1),(1:2),(1:3),(2:0),(2:1),(2:2),(2:3),(3:0),(3:1),(3:2),(3:3)$|0,0,0,0,0,10|^8,4^*8,4*(hill)&0,0,0&;
8,4:I5,10,0,0,0,0,0,0,1,2,4,0$(0:0)7,(0:1)0,(0:2)0,(0:3)0,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)8,(3:0)9,(3:1)8,(3:2)9,(3:3)9$$(0:0)9,(0:1),(0:2),(0:3),(1:0),(1:1),(1:2),(1:3),(2:0),(2:1),(2:2),(2:3),(3:0),(3:1),(3:2),(3:3)$|0,0,0,0,0,10|^8,3,7,4,8,5,9,4^*8,3,7,4,8,5,9,4*(mountain)&0,0,0&;
8,5:I6,14,0,0,0,0,2,2,0,2,4,1$(0:0)6,(0:1)6,(0:2)5,(0:3)5,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)0,(3:0)9,(3:1)9,(3:2)0,(3:3)8$$(0:0)0,(0:1)0,(0:2)0,(0:3)0,(1:0)0,(1:1)8,(1:2)9,(1:3)9,(2:0)10,(2:1),(2:2),(2:3),(3:0),(3:1),(3:2),(3:3)$|0,0,0,0,0,10|^8,4,7,5,8,6,9,5^*8,4,7,5,8,6,9,5*(plain)&0,0,0&;
8,6:I7,0,20,0,0,0,3,2,0,4,4,2$(0:0)5,(0:1)6,(0:2)5,(0:3)6,(1:0)1,(1:1)1,(1:2)1,(1:3)1,(2:0)1,(2:1)1,(2:2)1,(2:3)1,(3:0)8,(3:1)10,(3:2)10,(3:3)9$$(0:0)5,(0:1)1,(0:2)1,(0:3)1,(1:0)1,(1:1)1,(1:2)1,(1:3)1,(2:0)1,(2:1)1,(2:2)1,(2:3)1,(3:0)8,(3:1)9,(3:2)8,(3:3)9$$(0:0)1,(0:1)8,(0:2)9,(0:3),(1:0),(1:1),(1:2),(1:3),(2:0),(2:1),(2:2),(2:3),(3:0),(3:1),(3:2),(3:3)$|0,0,0,0,0,10|^8,5,7,6,8,7,9,6^*8,5,7,6,8,7,9,6*(snowland)&0,0,0&;
8,7:I8,17,0,0,0,0,0,4,0,2,5,0$(0:0)6,(0:1)6,(0:2)6,(0:3)6,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)0,(3:0)8,(3:1)0,(3:2)8,(3:3)9$$(0:0)0,(0:1)0,(0:2)0,(0:3)0,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)9,(2:1)9,(2:2)9,(2:3)9,(3:0),(3:1),(3:2),(3:3)$|0,0,0,0,0,10|^8,6,7,7,8,8,9,7^*8,6,7,7,8,8,9,7*(snowland)&0,0,0&;
8,8:I9,9,0,0,0,0,2,1,1,2,4,2$(0:0)6,(0:1)7,(0:2)5,(0:3)5,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)0,(3:0)10,(3:1)0,(3:2)8,(3:3)8$$(0:0)9,(0:1)9,(0:2)9,(0:3)9,(1:0)10,(1:1),(1:2),(1:3),(2:0),(2:1),(2:2),(2:3),(3:0),(3:1),(3:2),(3:3)$|0,0,0,0,0,10|^8,7,7,8,8,9,9,8^*8,7,7,8,8,9,9,8*(mountain)&0,0,0&;
8,9:H10,15,0,0,0,0,1,2,0,3,4,2$(0:0)6,(0:1)5,(0:2)6,(0:3)0,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)0,(3:0)8,(3:1)9,(3:2)8,(3:3)0$$(0:0)0,(0:1)0,(0:2)0,(0:3)0,(1:0)0,(1:1)8,(1:2)9,(1:3)9,(2:0)9,(2:1)10,(2:2)10,(2:3),(3:0),(3:1),(3:2),(3:3)$|0,0,0,0,0,10|^8,8,8,10,9,9^*8,8,8,10,9,9*(snowland)&0,0,0&;
